,ChemicalName,ChemicalID,CasRN,DiseaseName,DiseaseID,DirectEvidence,InferenceGeneSymbol,InferenceScore,OmimIDs,PubMedIDs
65267,"1,2-distearoyl-sn-glycero-3-phosphoethanolamine-N-methoxy-poly(ethylene glycol 2000)",C519184,,Parkinson Disease,MESH:D010300,,SOD2,3.73,,17188257|18353766|25279756
68833,"1,2-dithiol-3-thione",C049325,,Parkinson Disease,MESH:D010300,,AIF1,12.43,,19276553
68834,"1,2-dithiol-3-thione",C049325,,Parkinson Disease,MESH:D010300,,BDNF,12.43,,19276553
68835,"1,2-dithiol-3-thione",C049325,,Parkinson Disease,MESH:D010300,,CP,12.43,,19159062|25758665
68836,"1,2-dithiol-3-thione",C049325,,Parkinson Disease,MESH:D010300,,EDN1,12.43,,19276553
68837,"1,2-dithiol-3-thione",C049325,,Parkinson Disease,MESH:D010300,,FGB,12.43,,23233872
68838,"1,2-dithiol-3-thione",C049325,,Parkinson Disease,MESH:D010300,,GAK,12.43,,20711177
68839,"1,2-dithiol-3-thione",C049325,,Parkinson Disease,MESH:D010300,,GSTM1,12.43,,17449559
68840,"1,2-dithiol-3-thione",C049325,,Parkinson Disease,MESH:D010300,,GSTP1,12.43,,17190945|23721876
68841,"1,2-dithiol-3-thione",C049325,,Parkinson Disease,MESH:D010300,,HGF,12.43,,16791285
68842,"1,2-dithiol-3-thione",C049325,,Parkinson Disease,MESH:D010300,,HMOX1,12.43,,21318773
68843,"1,2-dithiol-3-thione",C049325,,Parkinson Disease,MESH:D010300,,HSPA9,12.43,,16565515
68844,"1,2-dithiol-3-thione",C049325,,Parkinson Disease,MESH:D010300,,IGF2R,12.43,,19276553
68845,"1,2-dithiol-3-thione",C049325,,Parkinson Disease,MESH:D010300,,MAG,12.43,,19276553
68846,"1,2-dithiol-3-thione",C049325,,Parkinson Disease,MESH:D010300,,NQO1,12.43,,17188257
69833,"1,2-epoxy-4-vinylcyclohexane",C118009,11094-48-7,Parkinson Disease,MESH:D010300,,CYP2E1,7.38,,16510128
69834,"1,2-epoxy-4-vinylcyclohexane",C118009,11094-48-7,Parkinson Disease,MESH:D010300,,SOD1,7.38,,15824117|16353238|21318773
70016,12-HPETE,C021201,67675-13-2,Parkinson Disease,MESH:D010300,,GPX1,4.27,,15824117
70651,12-hydroxyellipticine,C517214,,Parkinson Disease,MESH:D010300,,CYP2D6,8.04,,14991823|15174030
70652,12-hydroxyellipticine,C517214,,Parkinson Disease,MESH:D010300,,CYP2E1,8.04,,16510128
71084,"1-(2-methyl-4-methoxyphenyl)-4-((2-hydroxyethyl)amino)-6-trifluoromethoxy-2,3-dihydropyrrolo(3,2-c)quinoline",C439392,,Parkinson Disease,MESH:D010300,,CYP2D6,4.4,,14991823|15174030
72492,"1,2-naphthoquinone",C040756,524-42-5,Parkinson Disease,MESH:D010300,,GSTM1,7.73,,17449559
72493,"1,2-naphthoquinone",C040756,524-42-5,Parkinson Disease,MESH:D010300,,HMOX1,7.73,,21318773
72494,"1,2-naphthoquinone",C040756,524-42-5,Parkinson Disease,MESH:D010300,,NQO1,7.73,,17188257
72815,"1,2-oleoylphosphatidylcholine",C017251,10015-85-7,Parkinson Disease,MESH:D010300,,SOD1,3.87,,15824117|16353238|21318773
72997,"12-O-tetradecanoylphorbol-1,3-acetate",C554292,,Parkinson Disease,MESH:D010300,,SOD2,3.66,,17188257|18353766|25279756
73177,1-(2-thienyl)-2-(methylamino)propane,C583008,,Parkinson Disease,MESH:D010300,,AIF1,21.49,,19276553
73178,1-(2-thienyl)-2-(methylamino)propane,C583008,,Parkinson Disease,MESH:D010300,,GFAP,21.49,,19276553
73179,1-(2-thienyl)-2-(methylamino)propane,C583008,,Parkinson Disease,MESH:D010300,,SLC18A2,21.49,,16112329|34774656
73180,1-(2-thienyl)-2-(methylamino)propane,C583008,,Parkinson Disease,MESH:D010300,,SLC6A3,21.49,,16112329|16963468|19590691|9763484
73181,1-(2-thienyl)-2-(methylamino)propane,C583008,,Parkinson Disease,MESH:D010300,,TH,21.49,,30236862
74144,1-(2-trifluoromethoxyphenyl)-2-nitroethanone,C576882,,Parkinson Disease,MESH:D010300,,DDIT4,9.1,,17005863
74145,1-(2-trifluoromethoxyphenyl)-2-nitroethanone,C576882,,Parkinson Disease,MESH:D010300,,GSTM1,9.1,,17449559
74146,1-(2-trifluoromethoxyphenyl)-2-nitroethanone,C576882,,Parkinson Disease,MESH:D010300,,HMOX1,9.1,,21318773
74147,1-(2-trifluoromethoxyphenyl)-2-nitroethanone,C576882,,Parkinson Disease,MESH:D010300,,IGF2R,9.1,,19276553
74148,1-(2-trifluoromethoxyphenyl)-2-nitroethanone,C576882,,Parkinson Disease,MESH:D010300,,NQO1,9.1,,17188257
74149,1-(2-trifluoromethoxyphenyl)-2-nitroethanone,C576882,,Parkinson Disease,MESH:D010300,,TALDO1,9.1,,23233872
74519,1-(3-(2-(1-benzothiophen-5-yl) ethoxy) propyl)-3-azetidinol maleate,C503102,,Parkinson Disease,MESH:D010300,therapeutic,,,,18573265
74520,1-(3-(2-(1-benzothiophen-5-yl) ethoxy) propyl)-3-azetidinol maleate,C503102,,Parkinson Disease,MESH:D010300,,TH,4.43,,30236862
75727,"1-(3,4-dihydroxyphenyl)-3-(2-methoxyphenyl)prop-2-en-1-one",C000603962,,Parkinson Disease,MESH:D010300,,IL6,6.12,,21318773
75728,"1-(3,4-dihydroxyphenyl)-3-(2-methoxyphenyl)prop-2-en-1-one",C000603962,,Parkinson Disease,MESH:D010300,,TNF,6.12,,21318773
76021,1-(3-(4-phenoxyphenoxy)-2-oxopropyl)indole-5-carboxylic acid,C585955,,Parkinson Disease,MESH:D010300,,CYP2D6,4.07,,14991823|15174030
76223,"1,3,5,6-tetrahydroxyxanthone",C528657,,Parkinson Disease,MESH:D010300,,TNF,3.7,,21318773
77170,"1,3,7,9-tetramethyluric acid",C077059,,Parkinson Disease,MESH:D010300,,TNF,3.02,,21318773
77679,"1-((3-benzyl-3-methyl-2,3-dihydro-1-benzofuran-6-yl)carbonyl)piperidine",C534147,,Parkinson Disease,MESH:D010300,,BDNF,6.9,,19276553
77680,"1-((3-benzyl-3-methyl-2,3-dihydro-1-benzofuran-6-yl)carbonyl)piperidine",C534147,,Parkinson Disease,MESH:D010300,,IL6,6.9,,21318773
78861,"1,3-bis(4-hydroxyphenyl)-4-methyl-5-(4-(2-piperidinylethoxy)phenol)-1H-pyrazole",C524478,,Parkinson Disease,MESH:D010300,,IL6,11.36,,21318773
78862,"1,3-bis(4-hydroxyphenyl)-4-methyl-5-(4-(2-piperidinylethoxy)phenol)-1H-pyrazole",C524478,,Parkinson Disease,MESH:D010300,,PPARGC1A,11.36,,30236862
78863,"1,3-bis(4-hydroxyphenyl)-4-methyl-5-(4-(2-piperidinylethoxy)phenol)-1H-pyrazole",C524478,,Parkinson Disease,MESH:D010300,,SOD2,11.36,,17188257|18353766|25279756
78864,"1,3-bis(4-hydroxyphenyl)-4-methyl-5-(4-(2-piperidinylethoxy)phenol)-1H-pyrazole",C524478,,Parkinson Disease,MESH:D010300,,TNF,11.36,,21318773
82427,"1,3-butadiene",C031763,106-99-0,Parkinson Disease,MESH:D010300,,CYP2E1,6.04,,16510128
82428,"1,3-butadiene",C031763,106-99-0,Parkinson Disease,MESH:D010300,,EDN1,6.04,,19276553
82429,"1,3-butadiene",C031763,106-99-0,Parkinson Disease,MESH:D010300,,FGB,6.04,,23233872
82430,"1,3-butadiene",C031763,106-99-0,Parkinson Disease,MESH:D010300,,GDNF,6.04,,11031079|16324109
82431,"1,3-butadiene",C031763,106-99-0,Parkinson Disease,MESH:D010300,,GSTM1,6.04,,17449559
82432,"1,3-butadiene",C031763,106-99-0,Parkinson Disease,MESH:D010300,,GSTP1,6.04,,17190945|23721876
82433,"1,3-butadiene",C031763,106-99-0,Parkinson Disease,MESH:D010300,,HMOX1,6.04,,21318773
82434,"1,3-butadiene",C031763,106-99-0,Parkinson Disease,MESH:D010300,,IGF2,6.04,,19276553
82435,"1,3-butadiene",C031763,106-99-0,Parkinson Disease,MESH:D010300,,NQO1,6.04,,17188257
82436,"1,3-butadiene",C031763,106-99-0,Parkinson Disease,MESH:D010300,,PPARGC1A,6.04,,30236862
82437,"1,3-butadiene",C031763,106-99-0,Parkinson Disease,MESH:D010300,,SNCA,6.04,,11535288|12151787|12732244|12885775|14535945|15099020|17131421|17690948|18322262|18353766|18841091|19915575|19915576|20664293|20711177|21245015|21892157|22043175|22110584|22166454|22185909|22355530|24509835|24833599|25064009|25106480|25149416|25475535|25631236
83185,"1,3-butylene glycol",C028491,107-88-0,Parkinson Disease,MESH:D010300,,CYP2E1,3.42,,16510128
83438,1-(3-chlorophenyl)piperazine,C015068,6640-24-0,Parkinson Disease,MESH:D010300,,CYP2D6,3.51,,14991823|15174030
84906,"1,3-dichloro-2-propanol",C033489,96-23-1,Parkinson Disease,MESH:D010300,,HMOX1,10.96,,21318773
84907,"1,3-dichloro-2-propanol",C033489,96-23-1,Parkinson Disease,MESH:D010300,,IL6,10.96,,21318773
84908,"1,3-dichloro-2-propanol",C033489,96-23-1,Parkinson Disease,MESH:D010300,,NQO1,10.96,,17188257
84909,"1,3-dichloro-2-propanol",C033489,96-23-1,Parkinson Disease,MESH:D010300,,TNF,10.96,,21318773
86072,"1,3-dihydro-1-(1-((4-(6-phenyl-1H-imidazo(4,5-g)quinoxalin-7-yl)phenyl)methyl)-4-piperidinyl)-2H-benzimidazol-2-one",C532657,,Parkinson Disease,MESH:D010300,,GPX1,9.27,,15824117
86073,"1,3-dihydro-1-(1-((4-(6-phenyl-1H-imidazo(4,5-g)quinoxalin-7-yl)phenyl)methyl)-4-piperidinyl)-2H-benzimidazol-2-one",C532657,,Parkinson Disease,MESH:D010300,,IL6,9.27,,21318773
86074,"1,3-dihydro-1-(1-((4-(6-phenyl-1H-imidazo(4,5-g)quinoxalin-7-yl)phenyl)methyl)-4-piperidinyl)-2H-benzimidazol-2-one",C532657,,Parkinson Disease,MESH:D010300,,TNF,9.27,,21318773
86517,"1',3'-dihydro-1'-ethanol-3',3'-dimethyl-8-methoxy-6-nitro-spiro(2H-1-benzopyran-2,2'-(2H)-indole)",C555017,,Parkinson Disease,MESH:D010300,,IL6,10.27,,21318773
86518,"1',3'-dihydro-1'-ethanol-3',3'-dimethyl-8-methoxy-6-nitro-spiro(2H-1-benzopyran-2,2'-(2H)-indole)",C555017,,Parkinson Disease,MESH:D010300,,TNF,10.27,,21318773
87365,"1,3-dimethoxy-5-methyl-2-(3-methyl-6-(1-methylethenyl)-2-cyclohexen-1-yl)benzene",C552735,,Parkinson Disease,MESH:D010300,,PPARGC1A,3.77,,30236862
88918,"1,3-dimethylthiourea",C038983,61805-96-7,Parkinson Disease,MESH:D010300,,CYP2E1,12.16,,16510128
88919,"1,3-dimethylthiourea",C038983,61805-96-7,Parkinson Disease,MESH:D010300,,EDN1,12.16,,19276553
88920,"1,3-dimethylthiourea",C038983,61805-96-7,Parkinson Disease,MESH:D010300,,HMOX1,12.16,,21318773
88921,"1,3-dimethylthiourea",C038983,61805-96-7,Parkinson Disease,MESH:D010300,,IL6,12.16,,21318773
88922,"1,3-dimethylthiourea",C038983,61805-96-7,Parkinson Disease,MESH:D010300,,TNF,12.16,,21318773
89560,"1,3-dinitropyrene",C037413,,Parkinson Disease,MESH:D010300,,NQO1,3.12,,17188257
89986,"1,3-ditolylguanidine",C050232,97-39-2,Parkinson Disease,MESH:D010300,,EDN1,4.17,,19276553
90489,13-hydroxy-10-oxo-11-octadecenoic acid,C082486,28979-44-4,Parkinson Disease,MESH:D010300,,TNF,3.7,,21318773
90840,13-hydroxyellipticine,C517215,,Parkinson Disease,MESH:D010300,,CYP2D6,7.5,,14991823|15174030
90841,13-hydroxyellipticine,C517215,,Parkinson Disease,MESH:D010300,,CYP2E1,7.5,,16510128
91102,1-3-methylbutyryl-N4-6-aminohexanoyl-piperazine,C518710,,Parkinson Disease,MESH:D010300,,IL6,3.34,,21318773
91167,"13-oxo-9,11-octadecadienoic acid",C064441,31385-09-8,Parkinson Disease,MESH:D010300,,GSTA4,4.9,,16510128
91539,"1-(4-(1,1-dimethylheptyl)-2,6-dimethoxyphenyl)-3-methylcyclohexanol",C531961,,Parkinson Disease,MESH:D010300,,TNF,3.36,,21318773
92521,"1-(4-((2-(2-aminopyrimidin-5-yl)-7-methyl-4-morpholinothieno(3,2-d)pyrimidin-6-yl)methyl)piperazin-1-yl)-2-hydroxypropan-1-one",C569670,,Parkinson Disease,MESH:D010300,,ABCB1,3.05,,20558393
92646,1-(4-(2-(bis(4-fluorophenyl)methoxy)ethyl)piperazinyl)-3-phenylpropan-2-ol,C452424,,Parkinson Disease,MESH:D010300,,SLC6A3,4.98,,16112329|16963468|19590691|9763484
92669,1-(4-(2-(diphenylmethoxy)ethyl)piperazinyl)-3-phenylpropan-2-ol,C452425,,Parkinson Disease,MESH:D010300,,SLC6A3,5.32,,16112329|16963468|19590691|9763484
94094,"1-(4-(6-bromobenzo(1,3)dioxol-5-yl)-3a,4,5,9b-tetrahydro-3H-cyclopenta(c)quinolin-8-yl)ethanone",C517943,,Parkinson Disease,MESH:D010300,,GDNF,4.64,,11031079|16324109
94095,"1-(4-(6-bromobenzo(1,3)dioxol-5-yl)-3a,4,5,9b-tetrahydro-3H-cyclopenta(c)quinolin-8-yl)ethanone",C517943,,Parkinson Disease,MESH:D010300,,MAPT,4.64,,19915575|20711177
94453,"1,4,7-triazacyclononane",C075712,4730-54-5,Parkinson Disease,MESH:D010300,,GPX1,4.41,,15824117
100286,"1,4-bis(2-(3,5-dichloropyridyloxy))benzene",C028474,76150-91-9,Parkinson Disease,MESH:D010300,,ADARB2,8.65,,25475535
100287,"1,4-bis(2-(3,5-dichloropyridyloxy))benzene",C028474,76150-91-9,Parkinson Disease,MESH:D010300,,CYP2E1,8.65,,16510128
100288,"1,4-bis(2-(3,5-dichloropyridyloxy))benzene",C028474,76150-91-9,Parkinson Disease,MESH:D010300,,DDIT4,8.65,,17005863
100289,"1,4-bis(2-(3,5-dichloropyridyloxy))benzene",C028474,76150-91-9,Parkinson Disease,MESH:D010300,,FBP1,8.65,,18353766
100290,"1,4-bis(2-(3,5-dichloropyridyloxy))benzene",C028474,76150-91-9,Parkinson Disease,MESH:D010300,,GSTA4,8.65,,16510128
100291,"1,4-bis(2-(3,5-dichloropyridyloxy))benzene",C028474,76150-91-9,Parkinson Disease,MESH:D010300,,GSTM1,8.65,,17449559
100292,"1,4-bis(2-(3,5-dichloropyridyloxy))benzene",C028474,76150-91-9,Parkinson Disease,MESH:D010300,,GSTP1,8.65,,17190945|23721876
100293,"1,4-bis(2-(3,5-dichloropyridyloxy))benzene",C028474,76150-91-9,Parkinson Disease,MESH:D010300,,HGF,8.65,,16791285
100294,"1,4-bis(2-(3,5-dichloropyridyloxy))benzene",C028474,76150-91-9,Parkinson Disease,MESH:D010300,,HSPA1A,8.65,,15585408
100295,"1,4-bis(2-(3,5-dichloropyridyloxy))benzene",C028474,76150-91-9,Parkinson Disease,MESH:D010300,,IL6,8.65,,21318773
100296,"1,4-bis(2-(3,5-dichloropyridyloxy))benzene",C028474,76150-91-9,Parkinson Disease,MESH:D010300,,NCAPG2,8.65,,25475535
100297,"1,4-bis(2-(3,5-dichloropyridyloxy))benzene",C028474,76150-91-9,Parkinson Disease,MESH:D010300,,NECTIN2,8.65,,25475535
100298,"1,4-bis(2-(3,5-dichloropyridyloxy))benzene",C028474,76150-91-9,Parkinson Disease,MESH:D010300,,NQO1,8.65,,17188257
100299,"1,4-bis(2-(3,5-dichloropyridyloxy))benzene",C028474,76150-91-9,Parkinson Disease,MESH:D010300,,PPARGC1A,8.65,,30236862
100300,"1,4-bis(2-(3,5-dichloropyridyloxy))benzene",C028474,76150-91-9,Parkinson Disease,MESH:D010300,,SLC18A2,8.65,,16112329|34774656
100301,"1,4-bis(2-(3,5-dichloropyridyloxy))benzene",C028474,76150-91-9,Parkinson Disease,MESH:D010300,,SLC30A10,8.65,,25149416
100302,"1,4-bis(2-(3,5-dichloropyridyloxy))benzene",C028474,76150-91-9,Parkinson Disease,MESH:D010300,,SOD1,8.65,,15824117|16353238|21318773
100303,"1,4-bis(2-(3,5-dichloropyridyloxy))benzene",C028474,76150-91-9,Parkinson Disease,MESH:D010300,,TNF,8.65,,21318773
101865,"1,4-bis(2,3-epoxypropoxy)butane",C014376,2425-79-8,Parkinson Disease,MESH:D010300,,TNF,3.7,,21318773
102602,"1-(4-chlorophenyl)-3-(3-(4-chlorophenyl)-5,5-dimethyl-1-(3-(5-nitrofuran-2-yl)allyldienehydrazinocarbonylmethyl)-2-oxoimidazolidin-4-yl)-1-hydroxyurea",C492847,,Parkinson Disease,MESH:D010300,,ABCB1,3.72,,20558393
102803,"1-(4-chlorophenyl)-benzo-2,5-quinone",C000597136,,Parkinson Disease,MESH:D010300,,PPARGC1A,4.31,,30236862
102987,"1,4-cyclohexanedimethanol",C023353,105-08-8,Parkinson Disease,MESH:D010300,,SOD2,4.14,,17188257|18353766|25279756
104063,"14-deoxy-11,12-didehydroandrographolide",C495626,,Parkinson Disease,MESH:D010300,,DDIT4,4.03,,17005863
104064,"14-deoxy-11,12-didehydroandrographolide",C495626,,Parkinson Disease,MESH:D010300,,IL6,4.03,,21318773
104065,"14-deoxy-11,12-didehydroandrographolide",C495626,,Parkinson Disease,MESH:D010300,,TNF,4.03,,21318773
105454,"1,4-dinitrobenzene",C053052,100-25-4,Parkinson Disease,MESH:D010300,,MAOB,5.32,,21318773
105720,"1,4-dioxane",C025223,123-91-1,Parkinson Disease,MESH:D010300,,CYP2E1,6.41,,16510128
105721,"1,4-dioxane",C025223,123-91-1,Parkinson Disease,MESH:D010300,,GSTM1,6.41,,17449559
105722,"1,4-dioxane",C025223,123-91-1,Parkinson Disease,MESH:D010300,,GSTP1,6.41,,17190945|23721876
106115,1-(4-ethoxyphenyl)-3-(4-nitrophenyl)-prop-2-en-1-one,C583916,,Parkinson Disease,MESH:D010300,,IL6,9.38,,21318773
106116,1-(4-ethoxyphenyl)-3-(4-nitrophenyl)-prop-2-en-1-one,C583916,,Parkinson Disease,MESH:D010300,,TNF,9.38,,21318773
106276,1-(4-ethylphenyl-)-N-((2-methoxyphenyl)methyl) propane-2-amine,C000626967,,Parkinson Disease,MESH:D010300,,CYP2D6,4.21,,14991823|15174030
106756,14-hydroxydocosahexaenoic acid,C059528,86360-66-9,Parkinson Disease,MESH:D010300,,IL6,3.48,,21318773
107059,1-(4-hydroxyiminomethylpyridinium)-4-(4-carbamoylpyridinium)butane,C488676,,Parkinson Disease,MESH:D010300,,IL6,3.82,,21318773
107220,"1-(4-hydroxyphenyl)-1,2-diphenyl-1-butene",C090768,68684-63-9,Parkinson Disease,MESH:D010300,,CYP2D6,3.8,,14991823|15174030
107420,1-(4-methoxyphenyl)piperazine,C490166,,Parkinson Disease,MESH:D010300,,FBP1,3.63,,18353766
108679,"1,4-naphthoquinone",C035342,130-15-4,Parkinson Disease,MESH:D010300,,CYP2D6,7.49,,14991823|15174030
108680,"1,4-naphthoquinone",C035342,130-15-4,Parkinson Disease,MESH:D010300,,CYP2E1,7.49,,16510128
108681,"1,4-naphthoquinone",C035342,130-15-4,Parkinson Disease,MESH:D010300,,TNF,7.49,,21318773
110935,15-acetyldeoxynivalenol,C046760,88337-96-6,Parkinson Disease,MESH:D010300,,IL6,3.59,,21318773
110936,15-acetyldeoxynivalenol,C046760,88337-96-6,Parkinson Disease,MESH:D010300,,TNF,3.59,,21318773
111940,1-((5-chloro-1H-indol-2-yl)carbonyl)-4-methylpiperazine,C484309,,Parkinson Disease,MESH:D010300,,SNCA,7.89,,11535288|12151787|12732244|12885775|14535945|15099020|17131421|17690948|18322262|18353766|18841091|19915575|19915576|20664293|20711177|21245015|21892157|22043175|22110584|22166454|22185909|22355530|24509835|24833599|25064009|25106480|25149416|25475535|25631236
111941,1-((5-chloro-1H-indol-2-yl)carbonyl)-4-methylpiperazine,C484309,,Parkinson Disease,MESH:D010300,,TNF,7.89,,21318773
114641,"15-deoxy-delta(12,14)-prostaglandin J2",C097240,,Parkinson Disease,MESH:D010300,,EDN1,23.6,,19276553
114642,"15-deoxy-delta(12,14)-prostaglandin J2",C097240,,Parkinson Disease,MESH:D010300,,GFAP,23.6,,19276553
114643,"15-deoxy-delta(12,14)-prostaglandin J2",C097240,,Parkinson Disease,MESH:D010300,,GSTM1,23.6,,17449559
114644,"15-deoxy-delta(12,14)-prostaglandin J2",C097240,,Parkinson Disease,MESH:D010300,,GSTP1,23.6,,17190945|23721876
114645,"15-deoxy-delta(12,14)-prostaglandin J2",C097240,,Parkinson Disease,MESH:D010300,,HMOX1,23.6,,21318773
114646,"15-deoxy-delta(12,14)-prostaglandin J2",C097240,,Parkinson Disease,MESH:D010300,,IL6,23.6,,21318773
114647,"15-deoxy-delta(12,14)-prostaglandin J2",C097240,,Parkinson Disease,MESH:D010300,,INS,23.6,,19276553
114648,"15-deoxy-delta(12,14)-prostaglandin J2",C097240,,Parkinson Disease,MESH:D010300,,PARK7,23.6,,15784737|17010972|20423725|20800516|22043175|22898350|23037695|23792957|25149416
114649,"15-deoxy-delta(12,14)-prostaglandin J2",C097240,,Parkinson Disease,MESH:D010300,,TH,23.6,,30236862
114650,"15-deoxy-delta(12,14)-prostaglandin J2",C097240,,Parkinson Disease,MESH:D010300,,TNF,23.6,,21318773
116855,15-deoxyprostaglandin J2,C477819,,Parkinson Disease,MESH:D010300,,DNM1L,15.23,,28215578
116856,15-deoxyprostaglandin J2,C477819,,Parkinson Disease,MESH:D010300,,HGF,15.23,,16791285
116857,15-deoxyprostaglandin J2,C477819,,Parkinson Disease,MESH:D010300,,HMOX1,15.23,,21318773
116858,15-deoxyprostaglandin J2,C477819,,Parkinson Disease,MESH:D010300,,SLC6A3,15.23,,16112329|16963468|19590691|9763484
116859,15-deoxyprostaglandin J2,C477819,,Parkinson Disease,MESH:D010300,,SOD2,15.23,,17188257|18353766|25279756
116860,15-deoxyprostaglandin J2,C477819,,Parkinson Disease,MESH:D010300,,TNF,15.23,,21318773
117547,"1,5-dihydroxyisoquinoline",C095653,2/9/54,Parkinson Disease,MESH:D010300,,EDN1,3.94,,19276553
117914,"15-hydroperoxy-5,8,11,13-eicosatetraenoic acid",C025086,67675-14-3,Parkinson Disease,MESH:D010300,,HMOX1,3.72,,21318773
118782,"15-Hydroxy-11 alpha,9 alpha-(epoxymethano)prosta-5,13-dienoic Acid",D019796,76898-47-0,Parkinson Disease,MESH:D010300,,EDN1,11.49,,19276553
118783,"15-Hydroxy-11 alpha,9 alpha-(epoxymethano)prosta-5,13-dienoic Acid",D019796,76898-47-0,Parkinson Disease,MESH:D010300,,HGF,11.49,,16791285
118784,"15-Hydroxy-11 alpha,9 alpha-(epoxymethano)prosta-5,13-dienoic Acid",D019796,76898-47-0,Parkinson Disease,MESH:D010300,,IL6,11.49,,21318773
118785,"15-Hydroxy-11 alpha,9 alpha-(epoxymethano)prosta-5,13-dienoic Acid",D019796,76898-47-0,Parkinson Disease,MESH:D010300,,TNF,11.49,,21318773
119059,"15-hydroxy-5,8,11,13,17-eicosapentaenoic acid",C059164,97850-14-1,Parkinson Disease,MESH:D010300,,ABCB1,4.01,,20558393
119599,"15-hydroxy-5,8,11,13-eicosatetraenoic acid",C025984,73945-47-8,Parkinson Disease,MESH:D010300,,HGF,5.78,,16791285
119600,"15-hydroxy-5,8,11,13-eicosatetraenoic acid",C025984,73945-47-8,Parkinson Disease,MESH:D010300,,TNF,5.78,,21318773
120751,1-(5-Isoquinolinesulfonyl)-2-Methylpiperazine,D019307,84477-87-2,Parkinson Disease,MESH:D010300,,HMOX1,7.62,,21318773
120752,1-(5-Isoquinolinesulfonyl)-2-Methylpiperazine,D019307,84477-87-2,Parkinson Disease,MESH:D010300,,SOD2,7.62,,17188257|18353766|25279756
120753,1-(5-Isoquinolinesulfonyl)-2-Methylpiperazine,D019307,84477-87-2,Parkinson Disease,MESH:D010300,,TNF,7.62,,21318773
121076,1-(5-isoquinolinylsulfonyl)-3-methylpiperazine,C080501,84477-73-6,Parkinson Disease,MESH:D010300,,NQO1,4,,17188257
121504,"15-keto-5,8,11,13-eicosatetraenoic acid",C054992,81416-72-0,Parkinson Disease,MESH:D010300,,HMOX1,18.79,,21318773
121505,"15-keto-5,8,11,13-eicosatetraenoic acid",C054992,81416-72-0,Parkinson Disease,MESH:D010300,,IL6,18.79,,21318773
121506,"15-keto-5,8,11,13-eicosatetraenoic acid",C054992,81416-72-0,Parkinson Disease,MESH:D010300,,NQO1,18.79,,17188257
121507,"15-keto-5,8,11,13-eicosatetraenoic acid",C054992,81416-72-0,Parkinson Disease,MESH:D010300,,TNF,18.79,,21318773
121795,"1,5-naphthalenediamine",C034086,2243-62-1,Parkinson Disease,MESH:D010300,,GSTM1,6.44,,17449559
121796,"1,5-naphthalenediamine",C034086,2243-62-1,Parkinson Disease,MESH:D010300,,NQO1,6.44,,17188257
122314,"16,16-Dimethylprostaglandin E2",D015064,39746-25-3,Parkinson Disease,MESH:D010300,,TNF,2.78,,21318773
122499,"1-(6-((2-(dimethylamino)ethyl)(methyl)amino)-1,3-dimethyl-1H-pyrazolo(3,4-b)pyridine-5-carbonyl)-3-(3-isopropoxyphenyl)urea",C558737,,Parkinson Disease,MESH:D010300,,CYP2D6,4.01,,14991823|15174030
123879,"1-(6-((3-methoxyestra-1,3,5(10)-trien-17-yl)amino)hexyl)-1H-pyrrole-2,5-dione",C060229,112648-68-7,Parkinson Disease,MESH:D010300,,EDN1,11.84,,19276553
123880,"1-(6-((3-methoxyestra-1,3,5(10)-trien-17-yl)amino)hexyl)-1H-pyrrole-2,5-dione",C060229,112648-68-7,Parkinson Disease,MESH:D010300,,GFAP,11.84,,19276553
123881,"1-(6-((3-methoxyestra-1,3,5(10)-trien-17-yl)amino)hexyl)-1H-pyrrole-2,5-dione",C060229,112648-68-7,Parkinson Disease,MESH:D010300,,IL6,11.84,,21318773
123882,"1-(6-((3-methoxyestra-1,3,5(10)-trien-17-yl)amino)hexyl)-1H-pyrrole-2,5-dione",C060229,112648-68-7,Parkinson Disease,MESH:D010300,,NOS1,11.84,,26383258
123883,"1-(6-((3-methoxyestra-1,3,5(10)-trien-17-yl)amino)hexyl)-1H-pyrrole-2,5-dione",C060229,112648-68-7,Parkinson Disease,MESH:D010300,,TNF,11.84,,21318773
124741,16-(4-fluorophenoxy)lipoxin A4,C447621,,Parkinson Disease,MESH:D010300,,HMOX1,7.08,,21318773
124742,16-(4-fluorophenoxy)lipoxin A4,C447621,,Parkinson Disease,MESH:D010300,,TNF,7.08,,21318773
125071,"16 alpha-ethyl-21-hydroxy-19-nor-4-pregnene-3,20-dione",C020175,24320-06-7,Parkinson Disease,MESH:D010300,,MAP2,3.56,,30236862
125257,"1,6-Bis(4-(4-amino-3-hydroxyphenoxy)phenyl)diamantane",C480140,,Parkinson Disease,MESH:D010300,,SOD1,4.06,,15824117|16353238|21318773
